10783,maxfacewidth,35,37,2,55,129.29,5.83
10784,maxfacewidth,35,37,3,79,132.92,8.2
10785,mandwidth,35,37,2,56,97.02,6.4
10786,mandwidth,35,37,3,79,99.86,7.73
10787,maxcranlength,35,37,2,56,187.02,5.71
10788,maxcranlength,35,37,3,80,190.91,8.81
10789,cranbasewidth,35,37,2,58,139.67,4.85
10790,cranbasewidth,35,37,3,81,142.59,7.4
10791,upfacedepth_r,35,37,2,59,118.61,4.23
10792,upfacedepth_r,35,37,3,83,121.6,6.69
10793,upfacedepth_l,35,37,2,58,118.72,4.48
10794,upfacedepth_l,35,37,3,82,121.7,6.83
10795,midfacedepth_r,35,37,2,59,123.41,4.29
10796,midfacedepth_r,35,37,3,83,126.71,7.16
10797,midfacedepth_l,35,37,2,58,123.34,4.45
10798,midfacedepth_l,35,37,3,82,126.61,7.16
10799,lowfacedepth_r,35,37,2,58,139.88,5.01
10800,lowfacedepth_r,35,37,3,82,143.76,8.37
10801,lowfacedepth_l,35,37,2,57,139.62,5.3
10802,lowfacedepth_l,35,37,3,81,143.68,9.02
10803,morphfaceheight,35,37,2,59,117.89,5.24
10804,morphfaceheight,35,37,3,84,121.22,7.82
10805,upfaceheight,35,37,2,60,73.83,3.79
10806,upfaceheight,35,37,3,85,75.63,4.77
10807,lowfaceheight,35,37,2,59,65.97,5.05
10808,lowfaceheight,35,37,3,84,68.59,6.7
10809,incanthwidth,35,37,2,60,30.8,2.9
10810,incanthwidth,35,37,3,85,31.63,3.1
10811,outcanthwidth,35,37,2,59,84.73,3.42
10812,outcanthwidth,35,37,3,83,86.15,4.19
10813,palpfislength_r,35,37,2,59,27.7,1.8
10814,palpfislength_r,35,37,3,83,28,1.87
10815,palpfislength_l,35,37,2,59,27.7,1.89
10816,palpfislength_l,35,37,3,83,28.01,1.89
10817,nasalwidth,35,37,2,60,33.05,2.46
10818,nasalwidth,35,37,3,85,33.98,3.08
10819,subnasalwidth,35,37,2,60,18.01,2.62
10820,subnasalwidth,35,37,3,85,18.51,2.94
10821,nasalpro,35,37,2,60,20.83,1.68
10822,nasalpro,35,37,3,85,20.83,1.76
10823,nasalalalength_r,35,37,2,60,32.35,1.77
10824,nasalalalength_r,35,37,3,85,33.26,2.42
10825,nasalalalength_l,35,37,2,60,32.59,1.8
10826,nasalalalength_l,35,37,3,85,33.45,2.46
10827,nasalheight,35,37,2,60,54.24,3.65
10828,nasalheight,35,37,3,85,55.07,3.81
10829,nasalbdglength,35,37,2,60,47.2,3.38
10830,nasalbdglength,35,37,3,85,48.06,3.75
10831,labfiswidth,35,37,2,60,49.24,4.01
10832,labfiswidth,35,37,3,85,50.05,4.04
10833,philwidth,35,37,2,60,11.97,1.82
10834,philwidth,35,37,3,85,12.33,1.84
10835,phillength,35,37,2,60,14.77,2.2
10836,phillength,35,37,3,85,15.81,2.76
10837,uplipheight,35,37,2,60,20.54,2.21
10838,uplipheight,35,37,3,85,21.54,2.74
10839,lowlipheight,35,37,2,60,17.39,2.05
10840,lowlipheight,35,37,3,85,18.16,2.62
10841,upvermheight,35,37,2,60,6.78,1.49
10842,upvermheight,35,37,3,85,6.81,1.46
10843,lowvermheight,35,37,2,60,7.87,1.84
10844,lowvermheight,35,37,3,85,7.9,1.95
10845,cutlowlipheight,35,37,2,60,10.97,2.03
10846,cutlowlipheight,35,37,3,85,11.86,2.65
10847,maxcranwidth,23,24,1,71,152.25,5.15
10848,maxcranwidth,23,24,3,175,148.12,6.17
10849,minfrntwidth,23,24,1,71,112.76,8.9
10850,minfrntwidth,23,24,3,175,109.11,9.58
10851,maxfacewidth,23,24,1,71,136.52,5.77
10852,maxfacewidth,23,24,3,166,131.89,6.53
10853,mandwidth,23,24,1,71,103.8,7.15
10854,mandwidth,23,24,3,171,99.44,7.23
10855,maxcranlength,23,24,1,71,198.58,5.7
10856,maxcranlength,23,24,3,175,191.36,8.63
10857,cranbasewidth,23,24,1,70,146.97,5.53
10858,cranbasewidth,23,24,3,173,141.48,6.74
10859,upfacedepth_r,23,24,1,71,126.5,5
10860,upfacedepth_r,23,24,3,175,121.35,6.26
10861,upfacedepth_l,23,24,1,71,126.47,5.35
10862,upfacedepth_l,23,24,3,175,121.39,6.37
10863,midfacedepth_r,23,24,1,71,132.48,5.14
10864,midfacedepth_r,23,24,3,175,126.92,6.53
10865,midfacedepth_l,23,24,1,71,131.75,5.17
10866,midfacedepth_l,23,24,3,175,126.3,6.53
10867,lowfacedepth_r,23,24,1,69,151.09,6.19
10868,lowfacedepth_r,23,24,3,170,143.74,8.31
10869,lowfacedepth_l,23,24,1,69,150.4,6.19
10870,lowfacedepth_l,23,24,3,169,143.26,8.42
10871,morphfaceheight,23,24,1,70,126.21,6.95
10872,morphfaceheight,23,24,3,171,121.99,7.46
10873,upfaceheight,23,24,1,72,77.54,4.62
10874,upfaceheight,23,24,3,177,75.67,4.94
10875,lowfaceheight,23,24,1,70,71.9,5.89
10876,lowfaceheight,23,24,3,171,69.01,6.1
10877,incanthwidth,23,24,1,72,33.33,2.68
10878,incanthwidth,23,24,3,176,32,3.03
10879,outcanthwidth,23,24,1,71,89.21,3.25
10880,outcanthwidth,23,24,3,175,86.79,3.95
10881,palpfislength_r,23,24,1,71,28.86,1.6
10882,palpfislength_r,23,24,3,175,28.25,1.85
10883,palpfislength_l,23,24,1,71,28.47,1.66
10884,palpfislength_l,23,24,3,175,27.98,1.82
10885,nasalwidth,23,24,1,71,36.03,2.49
10886,nasalwidth,23,24,3,176,33.78,2.96
10887,subnasalwidth,23,24,1,72,19.49,3.05
10888,subnasalwidth,23,24,3,177,18.09,2.88
10889,nasalpro,23,24,1,72,21.18,1.88
10890,nasalpro,23,24,3,177,20.47,2.04
10891,nasalalalength_r,23,24,1,71,35.16,1.9
10892,nasalalalength_r,23,24,3,175,32.95,2.59
10893,nasalalalength_l,23,24,1,71,35.21,1.92
10894,nasalalalength_l,23,24,3,175,33.08,2.62
10895,nasalheight,23,24,1,72,56.73,3.58
10896,nasalheight,23,24,3,177,55.56,4.08
10897,nasalbdglength,23,24,1,72,49.75,3.69
10898,nasalbdglength,23,24,3,177,48.43,3.92
10899,labfiswidth,23,24,1,72,50.35,3.5
10900,labfiswidth,23,24,3,177,48.87,3.46
10901,philwidth,23,24,1,72,13.18,1.76
10902,philwidth,23,24,3,177,12.34,1.77
10903,phillength,23,24,1,72,15.52,2.53
10904,phillength,23,24,3,177,14.73,2.67
10905,uplipheight,23,24,1,72,21.84,2.98
10906,uplipheight,23,24,3,177,21.15,2.87
10907,lowlipheight,23,24,1,71,19.24,3.19
10908,lowlipheight,23,24,3,175,18.47,2.82
10909,upvermheight,23,24,1,72,7.64,1.87
10910,upvermheight,23,24,3,177,7.58,1.62
10911,lowvermheight,23,24,1,72,9,2.36
10912,lowvermheight,23,24,3,176,9.03,2.03
10913,cutlowlipheight,23,24,1,71,12.38,2.57
10914,cutlowlipheight,23,24,3,175,11.47,2.53
10915,maxcranwidth,23,24,2,104,145.3,5.14
10916,minfrntwidth,23,24,2,104,106.62,9.26
10917,maxfacewidth,23,24,2,95,128.42,4.65
10918,mandwidth,23,24,2,100,96.34,5.49
10919,maxcranlength,23,24,2,104,186.43,6.59
10920,cranbasewidth,23,24,2,103,137.76,4.61
10921,upfacedepth_r,23,24,2,104,117.83,4.29
10922,upfacedepth_l,23,24,2,104,117.92,4.38
10923,midfacedepth_r,23,24,2,104,123.12,4.29
10924,midfacedepth_l,23,24,2,104,122.57,4.41
10925,lowfacedepth_r,23,24,2,101,138.72,5.29
10926,lowfacedepth_l,23,24,2,100,138.33,5.82
10927,morphfaceheight,23,24,2,101,119.06,6.35
10928,upfaceheight,23,24,2,105,74.39,4.76
10929,lowfaceheight,23,24,2,101,67.01,5.42
10930,incanthwidth,23,24,2,104,31.08,2.92
10931,outcanthwidth,23,24,2,104,85.13,3.52
10932,palpfislength_r,23,24,2,104,27.83,1.9
10933,palpfislength_l,23,24,2,104,27.65,1.85
10934,nasalwidth,23,24,2,105,32.26,2.19
10935,subnasalwidth,23,24,2,105,17.13,2.33
10936,nasalpro,23,24,2,105,19.98,2.01
10937,nasalalalength_r,23,24,2,104,31.45,1.81
10938,nasalalalength_l,23,24,2,104,31.63,1.96
10939,nasalheight,23,24,2,105,54.76,4.23
10940,nasalbdglength,23,24,2,105,47.53,3.84
10941,labfiswidth,23,24,2,105,47.86,3.06
10942,philwidth,23,24,2,105,11.76,1.54
10943,phillength,23,24,2,105,14.2,2.64
10944,uplipheight,23,24,2,105,20.68,2.7
10945,lowlipheight,23,24,2,104,17.95,2.43
10946,upvermheight,23,24,2,105,7.54,1.43
10947,lowvermheight,23,24,2,104,9.04,1.78
10948,cutlowlipheight,23,24,2,104,10.85,2.32
10949,maxcranwidth,27,28,1,36,152.94,4.79
10950,maxcranwidth,27,28,3,106,148.54,6.11
10951,minfrntwidth,27,28,1,37,112.76,10.33
10952,minfrntwidth,27,28,3,107,106.69,9.11
10953,maxfacewidth,27,28,1,34,138.94,7.31
10954,maxfacewidth,27,28,3,104,132.74,7.36
10955,mandwidth,27,28,1,37,105.11,6.15
10956,mandwidth,27,28,3,105,100.02,11.66
10957,maxcranlength,27,28,1,37,199.14,7.84
10958,maxcranlength,27,28,3,107,191.77,8.48
10959,cranbasewidth,27,28,1,36,148.49,6.3
10960,cranbasewidth,27,28,3,106,141.95,7.01
10961,upfacedepth_r,27,28,1,37,127.97,5.28
10962,upfacedepth_r,27,28,3,107,122.41,6
10963,upfacedepth_l,27,28,1,36,126.96,4.2
10964,upfacedepth_l,27,28,3,108,121.87,5.31
10965,midfacedepth_r,27,28,1,37,133.87,5.41
10966,midfacedepth_r,27,28,3,107,127.82,6.44
10967,midfacedepth_l,27,28,1,36,132.74,4.84
10968,midfacedepth_l,27,28,3,108,127.2,5.95
10969,lowfacedepth_r,27,28,1,34,152.4,6.71
10970,lowfacedepth_r,27,28,3,103,144.56,8.25
10971,lowfacedepth_l,27,28,1,34,151.8,6.12
10972,lowfacedepth_l,27,28,3,104,143.93,8.08
10973,morphfaceheight,27,28,1,34,126.9,5.7
10974,morphfaceheight,27,28,3,105,121.52,6.96
10975,upfaceheight,27,28,1,37,77.92,4.45
10976,upfaceheight,27,28,3,110,76.15,4.48
10977,lowfaceheight,27,28,1,34,73.2,4.87
10978,lowfaceheight,27,28,3,105,68.14,6.02
10979,incanthwidth,27,28,1,37,32.73,3.06
10980,incanthwidth,27,28,3,110,31.88,3.06
10981,outcanthwidth,27,28,1,37,89.17,4.4
10982,outcanthwidth,27,28,3,107,86.67,4.55
10983,palpfislength_r,27,28,1,37,29.1,2.11
10984,palpfislength_r,27,28,3,107,28.3,1.99
10985,palpfislength_l,27,28,1,37,28.66,2.08
10986,palpfislength_l,27,28,3,107,27.9,1.97
10987,nasalwidth,27,28,1,37,35.48,2.4
10988,nasalwidth,27,28,3,110,33.59,2.73
10989,subnasalwidth,27,28,1,37,19.54,3.17
10990,subnasalwidth,27,28,3,110,18.4,2.67
10991,nasalpro,27,28,1,37,20.66,1.65
10992,nasalpro,27,28,3,110,20.4,2.05
10993,nasalalalength_r,27,28,1,37,35.03,2.21
10994,nasalalalength_r,27,28,3,110,32.85,2.79
10995,nasalalalength_l,27,28,1,37,35.18,2.55
10996,nasalalalength_l,27,28,3,110,32.93,2.88
10997,nasalheight,27,28,1,37,56.03,3.89
10998,nasalheight,27,28,3,110,55.92,3.7
10999,nasalbdglength,27,28,1,37,49.59,3.71
11000,nasalbdglength,27,28,3,110,48.99,3.64
11001,labfiswidth,27,28,1,37,51.25,3.37
11002,labfiswidth,27,28,3,110,49.32,3.5
11003,philwidth,27,28,1,37,13.3,2.32
11004,philwidth,27,28,3,110,12.18,1.99
11005,phillength,27,28,1,37,17,2.61
11006,phillength,27,28,3,110,15.17,2.83
11007,uplipheight,27,28,1,37,23.04,2.41
11008,uplipheight,27,28,3,110,21.3,2.83
11009,lowlipheight,27,28,1,35,19.06,2.58
11010,lowlipheight,27,28,3,108,18.09,2.43
11011,upvermheight,27,28,1,37,7.35,1.4
11012,upvermheight,27,28,3,110,7.37,1.42
11013,lowvermheight,27,28,1,37,8.36,1.74
11014,lowvermheight,27,28,3,110,8.5,1.92
11015,cutlowlipheight,27,28,1,35,12.6,2.93
11016,cutlowlipheight,27,28,3,108,11.46,2.5
11017,maxcranwidth,7,8,1,22,144.41,5.1
11018,maxcranwidth,7,8,3,32,143.66,5.53
11019,minfrntwidth,7,8,1,22,99.91,7.61
11020,minfrntwidth,7,8,3,32,99.34,8.07
11021,maxfacewidth,7,8,1,22,119.45,6.52
11022,maxfacewidth,7,8,3,31,118.87,6.71
11023,mandwidth,7,8,1,22,87.68,6.83
11024,mandwidth,7,8,3,31,86.55,6.47
11025,maxcranlength,7,8,1,22,179.36,10.43
11026,maxcranlength,7,8,3,32,178.19,9.09
11027,cranbasewidth,7,8,1,27,131.1,4.88
11028,cranbasewidth,7,8,3,39,130.16,4.65
11029,upfacedepth_r,7,8,1,27,109.3,5.5
11030,upfacedepth_r,7,8,3,40,108.48,5.23
11031,upfacedepth_l,7,8,1,27,108.52,6.34
11032,upfacedepth_l,7,8,3,40,108.44,5.82
11033,midfacedepth_r,7,8,1,27,111.91,5.27
11034,midfacedepth_r,7,8,3,40,110.99,4.8
11035,midfacedepth_l,7,8,1,27,111.13,5.49
11036,midfacedepth_l,7,8,3,40,111.1,5.01
11037,lowfacedepth_r,7,8,1,27,120.57,5.58
11038,lowfacedepth_r,7,8,3,39,119.7,5.29
11039,lowfacedepth_l,7,8,1,27,120.12,5.36
11040,lowfacedepth_l,7,8,3,38,119.91,4.99
11041,morphfaceheight,7,8,1,27,101.8,4.94
11042,morphfaceheight,7,8,3,39,101.01,4.46
11043,upfaceheight,7,8,1,27,62.89,4.22
11044,upfaceheight,7,8,3,41,62.59,3.94
11045,lowfaceheight,7,8,1,27,59.55,4.1
11046,lowfaceheight,7,8,3,39,58.96,4.02
11047,incanthwidth,7,8,1,27,29.67,2.46
11048,incanthwidth,7,8,3,41,29.87,2.26
11049,outcanthwidth,7,8,1,27,80.02,3.54
11050,outcanthwidth,7,8,3,40,80.12,3.73
11051,palpfislength_r,7,8,1,27,25.99,2.25
11052,palpfislength_r,7,8,3,40,26.06,2.13
11053,palpfislength_l,7,8,1,27,25.86,1.95
11054,palpfislength_l,7,8,3,40,25.73,1.88
11055,nasalwidth,7,8,1,27,29.2,2.29
11056,nasalwidth,7,8,3,41,28.77,2.19
11057,subnasalwidth,7,8,1,27,16.35,2.37
11058,subnasalwidth,7,8,3,41,16,2.28
11059,nasalpro,7,8,1,27,15.19,1.02
11060,nasalpro,7,8,3,41,15.13,1.05
11061,nasalalalength_r,7,8,1,27,24.79,1.52
11062,nasalalalength_r,7,8,3,41,24.37,1.59
11063,nasalalalength_l,7,8,1,27,24.97,1.7
11064,nasalalalength_l,7,8,3,41,24.6,1.64
11065,nasalheight,7,8,1,27,45.2,3.45
11066,nasalheight,7,8,3,41,45.07,3.42
11067,nasalbdglength,7,8,1,27,37.36,2.97
11068,nasalbdglength,7,8,3,41,37.14,3.1
11069,labfiswidth,7,8,1,27,39.03,4.65
11070,labfiswidth,7,8,3,41,38.97,3.9
11071,philwidth,7,8,1,27,9.92,1.42
11072,philwidth,7,8,3,41,9.54,1.44
11073,phillength,7,8,1,27,13.21,1.85
11074,phillength,7,8,3,41,13.09,1.86
11075,uplipheight,7,8,1,27,18.36,1.91
11076,uplipheight,7,8,3,41,18.21,1.93
11077,lowlipheight,7,8,1,27,15.02,2.79
11078,lowlipheight,7,8,3,41,14.93,2.44
11079,upvermheight,7,8,1,27,6.7,1.43
11080,upvermheight,7,8,3,41,6.64,1.32
11081,lowvermheight,7,8,1,27,7.39,2.45
11082,lowvermheight,7,8,3,41,7.18,2.31
11083,cutlowlipheight,7,8,1,27,8.71,1.78
11084,cutlowlipheight,7,8,3,41,8.82,1.81
11085,maxcranwidth,22,23,2,82,146.12,4.83
11086,maxcranwidth,22,23,3,122,147.93,5.65
11087,minfrntwidth,22,23,2,82,103.51,7.58
11088,minfrntwidth,22,23,3,122,105.3,7.79
11089,maxfacewidth,22,23,2,82,128.91,5.21
11090,maxfacewidth,22,23,3,122,131.02,6.36
11091,mandwidth,22,23,2,82,96.83,5
11092,mandwidth,22,23,3,122,98.87,5.97
11093,maxcranlength,22,23,2,82,187.73,6.52
11094,maxcranlength,22,23,3,122,190.84,7.92
11095,cranbasewidth,22,23,2,83,137.99,5.23
11096,cranbasewidth,22,23,3,126,140.65,6.46
11097,upfacedepth_r,22,23,2,83,118.3,4.42
11098,upfacedepth_r,22,23,3,126,120.72,5.77
11099,upfacedepth_l,22,23,2,83,118.46,4.64
11100,upfacedepth_l,22,23,3,126,120.62,5.72
11101,midfacedepth_r,22,23,2,83,123.22,4.73
11102,midfacedepth_r,22,23,3,126,126.22,6.57
11103,midfacedepth_l,22,23,2,83,123.08,4.88
11104,midfacedepth_l,22,23,3,126,125.84,6.26
11105,lowfacedepth_r,22,23,2,81,138.19,6.12
11106,lowfacedepth_r,22,23,3,123,142.19,8.41
11107,lowfacedepth_l,22,23,2,81,137.82,6.14
11108,lowfacedepth_l,22,23,3,123,141.74,8.2
11109,morphfaceheight,22,23,2,83,117.83,5.92
11110,morphfaceheight,22,23,3,125,120.52,7.15
11111,upfaceheight,22,23,2,84,73.87,4.6
11112,upfaceheight,22,23,3,127,74.95,4.85
11113,lowfaceheight,22,23,2,83,65.88,4.42
11114,lowfaceheight,22,23,3,125,68.09,5.67
11115,incanthwidth,22,23,2,85,31.76,3.12
11116,incanthwidth,22,23,3,127,31.88,3.02
11117,outcanthwidth,22,23,2,85,85.48,3.89
11118,outcanthwidth,22,23,3,126,86.36,4.19
11119,palpfislength_r,22,23,2,85,27.73,1.82
11120,palpfislength_r,22,23,3,125,28.14,1.95
11121,palpfislength_l,22,23,2,85,27.51,2.07
11122,palpfislength_l,22,23,3,126,27.93,2.11
11123,nasalwidth,22,23,2,85,32.55,2.24
11124,nasalwidth,22,23,3,127,33.6,2.74
11125,subnasalwidth,22,23,2,85,17.42,2.3
11126,subnasalwidth,22,23,3,128,17.87,2.38
11127,nasalpro,22,23,2,85,20.19,2.01
11128,nasalpro,22,23,3,128,20.49,1.97
11129,nasalalalength_r,22,23,2,85,31.18,1.81
11130,nasalalalength_r,22,23,3,128,32.4,2.54
11131,nasalalalength_l,22,23,2,85,31.3,1.7
11132,nasalalalength_l,22,23,3,127,32.5,2.47
11133,nasalheight,22,23,2,85,54.71,3.45
11134,nasalheight,22,23,3,128,55.24,3.51
11135,nasalbdglength,22,23,2,85,47.04,3.25
11136,nasalbdglength,22,23,3,128,47.74,3.54
11137,labfiswidth,22,23,2,85,47.3,3.15
11138,labfiswidth,22,23,3,128,47.99,3.43
11139,philwidth,22,23,2,85,11.65,1.52
11140,philwidth,22,23,3,127,12.04,1.67
11141,phillength,22,23,2,85,13.61,2.59
11142,phillength,22,23,3,127,14.18,2.72
11143,uplipheight,22,23,2,84,20.02,2.7
11144,uplipheight,22,23,3,127,20.66,3.04
11145,lowlipheight,22,23,2,84,17.4,2
11146,lowlipheight,22,23,3,126,18.14,2.54
11147,upvermheight,22,23,2,84,7.46,1.35
11148,upvermheight,22,23,3,126,7.51,1.56
11149,lowvermheight,22,23,2,84,8.76,1.83
11150,lowvermheight,22,23,3,127,9.02,1.92
11151,cutlowlipheight,22,23,2,84,10.57,2.22
11152,cutlowlipheight,22,23,3,126,11.12,2.44
11153,maxcranwidth,3,3.5,1,9,140.22,5.19
11154,maxcranwidth,3,3.5,3,22,136.45,5.89
11155,minfrntwidth,3,3.5,1,10,88.6,9.19
11156,minfrntwidth,3,3.5,3,23,87.78,6.75
11157,maxfacewidth,3,3.5,1,8,112.5,4.44
11158,maxfacewidth,3,3.5,3,21,109.57,5.7
11159,mandwidth,3,3.5,1,10,79.2,8.43
11160,mandwidth,3,3.5,3,23,78,6.88
11161,maxcranlength,3,3.5,1,9,173,7.35
11162,maxcranlength,3,3.5,3,22,172,6.63
11163,cranbasewidth,3,3.5,1,11,124.68,4
11164,cranbasewidth,3,3.5,3,24,121.74,4.73
11165,upfacedepth_r,3,3.5,1,11,101.63,3.62
11166,upfacedepth_r,3,3.5,3,24,100.97,3.25
11167,upfacedepth_l,3,3.5,1,11,101.33,3.11
11168,upfacedepth_l,3,3.5,3,24,100.83,3.48
11169,midfacedepth_r,3,3.5,1,11,103.45,3.11
11170,midfacedepth_r,3,3.5,3,24,102.45,3.16
11171,midfacedepth_l,3,3.5,1,11,102.39,3.21
11172,midfacedepth_l,3,3.5,3,24,101.96,3.63
11173,lowfacedepth_r,3,3.5,1,9,110.82,4.15
11174,lowfacedepth_r,3,3.5,3,21,108.22,4.18
11175,lowfacedepth_l,3,3.5,1,9,109.9,4.22
11176,lowfacedepth_l,3,3.5,3,21,108.13,4.21
11177,morphfaceheight,3,3.5,1,9,92.42,6.66
11178,morphfaceheight,3,3.5,3,21,92.07,5.59
11179,upfaceheight,3,3.5,1,11,55.86,3.63
11180,upfaceheight,3,3.5,3,24,56.27,3.43
11181,lowfaceheight,3,3.5,1,9,55.33,4.99
11182,lowfaceheight,3,3.5,3,21,55.24,4.17
11183,incanthwidth,3,3.5,1,11,27.12,1.31
11184,incanthwidth,3,3.5,3,24,27.96,2.04
11185,outcanthwidth,3,3.5,1,10,72.83,2.6
11186,outcanthwidth,3,3.5,3,23,72.9,3.42
11187,palpfislength_r,3,3.5,1,10,24.11,1.91
11188,palpfislength_r,3,3.5,3,23,23.61,1.73
11189,palpfislength_l,3,3.5,1,10,23.39,1.57
11190,palpfislength_l,3,3.5,3,23,23.01,1.55
11191,nasalwidth,3,3.5,1,11,27.22,1.75
11192,nasalwidth,3,3.5,3,24,26.96,1.64
11193,subnasalwidth,3,3.5,1,11,15.84,1.77
11194,subnasalwidth,3,3.5,3,24,14.91,2.49
11195,nasalpro,3,3.5,1,11,13.48,1.12
11196,nasalpro,3,3.5,3,24,13.76,1.24
11197,nasalalalength_r,3,3.5,1,11,21.91,1.11
11198,nasalalalength_r,3,3.5,3,24,21.93,1.28
11199,nasalalalength_l,3,3.5,1,11,21.81,0.91
11200,nasalalalength_l,3,3.5,3,24,21.85,1.14
11201,nasalheight,3,3.5,1,11,39.48,2.79
11202,nasalheight,3,3.5,3,24,39.62,2.76
11203,nasalbdglength,3,3.5,1,11,31.83,2.63
11204,nasalbdglength,3,3.5,3,24,32.03,2.77
11205,labfiswidth,3,3.5,1,11,36.18,3.34
11206,labfiswidth,3,3.5,3,24,34.84,3.01
11207,philwidth,3,3.5,1,11,9.41,1.04
11208,philwidth,3,3.5,3,24,9.38,1.08
11209,phillength,3,3.5,1,11,12.28,2.07
11210,phillength,3,3.5,3,24,12.4,1.86
11211,uplipheight,3,3.5,1,11,17.13,1.68
11212,uplipheight,3,3.5,3,24,17.26,1.84
11213,lowlipheight,3,3.5,1,10,15.48,3.52
11214,lowlipheight,3,3.5,3,22,14.98,2.75
11215,upvermheight,3,3.5,1,11,6.37,2.57
11216,upvermheight,3,3.5,3,24,6.63,1.91
11217,lowvermheight,3,3.5,1,10,7.91,4.46
11218,lowvermheight,3,3.5,3,22,7.77,3.48
11219,cutlowlipheight,3,3.5,1,10,8.33,1.66
11220,cutlowlipheight,3,3.5,3,22,8.12,1.73
11221,maxcranwidth,28,29,2,56,145.66,4.31
11222,maxcranwidth,28,29,3,84,147.98,5.83
11223,minfrntwidth,28,29,2,55,104.82,7.09
11224,minfrntwidth,28,29,3,83,107.3,8.2
11225,maxfacewidth,28,29,2,55,130.56,5.14
11226,maxfacewidth,28,29,3,80,132.21,6.03
11227,mandwidth,28,29,2,56,97.66,5.11
11228,mandwidth,28,29,3,84,100.21,6.91
11229,maxcranlength,28,29,2,56,188.54,6.84
11230,maxcranlength,28,29,3,84,191.67,8.04
11231,cranbasewidth,28,29,2,57,139.03,4.64
11232,cranbasewidth,28,29,3,85,141.83,6.6
